title,link,company,contract,location,date,description 
App Business Analyst,https://www.domestika.org/es/jobs/80083-app-business-analyst-barcelona-espana,Yoga Solo,Tiempo completo,"Barcelona, España",06/08/20,"Yoga Solo is an umbrella brand that started 4 years ago with a yoga app. We’re currently looking to expand to other products in the fitness and wellbeing sphere and are looking for a business analyst based in Barcelona to help us do so.
By careful and creative analysis of potential business opportunities, you will help us evaluate opportunities and bring our product portfolio to the next level. In this position, you would have the opportunity to help us create and give shape to a suite of yoga, fitness, pilates and meditation apps among others.
Above all, we are looking for a highly competent professional with an analytical mindset and experience with building strategy for digital products. As well as being able to produce credible ROI analysis when datasets are very limited, this person should have excellent presentation and data storytelling skills.
In addition, we’re looking for a strong team player who knows that factors as well as numbers have strategic importance and is able to be pragmatic when it comes to research and recommendations.
Tasks:
- Define requirements for technical projects
- Calculate ROI for new products and features (estimate possible sales and costs)
- Set KPIs for new products and features, define and execute follow-up plan
- Help build the organisation’s roadmap in a way that maximises value over time
- Benchmarking projects
- Market research
- Research potential clients
Knowledge/experience:
- Analytical ability and commercial vision
- 3 years’ experience in an analytical role
- Proficiency with mobile/web analytics tools (Firebase, Google Analytics, etc.)
- Experience building strategy for apps/websites
- Proficiency in data storytelling
- Proactive when it comes to looking for information / data that is not easily available
- French language speaking
Also valued:
- Experience with agile methodologies / user story creation
- English and/or Spanish
- Knowledge of data visualisation tools (Tableau, Data Studio, etc.)
Must have a permit to work in Spain."
Performance Manager,https://www.domestika.org/es/jobs/80062-performance-manager-caceres-espana,Rommel & Montgomery S.L.,Tiempo completo,"Cáceres, España",04/08/20,"Estamos buscando una persona que se una al equipo de especialisttas de marketing y que implemente la estrategia de marketing de resultados de nuestros clientes. Un especialista en: SEM y social Ads, con visión analítica y orientado a resultados.
Principales funciones:
- Gestión de cuentas PPC y paid media (Google Ads y Social Ads).
- Implementtar la estrategia SEM con Google Ads, Facebook Ads, Instagram Ads, etc. Diseño de anuncios y campañas. Control de resultados y análisis de objetivos.
- Gestión de plataforma Google Ads (Search, Shopping, Display and Video)
- Estrategias de Remarketing
- Social Ads (Facebook + Instagram Ads, linkedin Ads)
- Monitorizar el CTR, mejoras y optimización del CPC y estrategias CRO.
- Manejar adecuadamente las herramientas SEM y analítica como SEMrush, Google Analytics, Facebook Analytics, Google Optimize, Data Studio, etc
- Medir e implantar en tracking en las páginas web para analizar la consecución de objetivos. Por lo que será necesario conocer herramientas como: Google Tag Manager
- Identificar e implementar estrategias para incrementar el tráfico al site a través de posicionamiento orgánico.
- Analizar e investigar los keyword research.
- Analizar la competencia de forma periódica.
¿Qué candidato/a buscamos?
Buscamos un especialista en Marketing de Resultados (Social Ads y SEM), una persona con la experiencia suficiente para ser independiente en la toma de decisiones sobre las estrategias a seguir y con ideas creativas que ayuden a mejorar los resultados de los clientes y de las distintas campañas online.
Experiencia en análisis de datos KPI´s y en la creación de campañas online en Google Ads y Social Ads que lleven a la conversión. Campañas de Inbound y Remarketing y realizar el control exhaustivo y la optimización del presupuesto para maximizar el ROI.
Buscamos a una persona que sea proactiva y que no tenga miedo a tener iniciativa y equivocarse en las distintas campañas a realizar, que tenga alta capacidad de análisis y orientación a resultados.
Requisitos:
- Experiencia demostrable en posición similar, mínima de 2 años en PPC.
- Persona con excelentes habilidades para el análisis y la gestión de campañas.
- Dominio de Excel.
- Dominio de herramientas de monitorización p.ej. (SEM Rush).
- Conocimientos avanzados de Google Ads, Social Ads (Facebook Ads, Instagram Ads, LinkedIn Ads), Google Analytics y Tag Manager.
- Formación: SEM, Analítica Web, Marketing Digital, Publicidad, Comunicación Audiovisual, AD, Ingeniería, Estadística, Matemático/a... realmente lo que más nos importa es que tengas los conocimientos y la experiencia para poder desarrollar las funciones descritas... y que seas una excelente persona ;)
Se valorará (importante):
- Certificaciones en Google Ads (búsqueda, display, mobile y Shopping) y Certificación en Google Analytics.
- Ejemplos de campañas realizadas y resultados en SEM y social ads.
- Que seas un perfil analítico, con atención a los detalles y actitud proactiva.
¿Qué ofrecemos?
Contrato 6 meses + indefinido.
Jornada laboral completa con viernes hasta las 14:30 e intensiva en verano.
Plan de crecimiento"
Senior Social Media Manager,https://www.domestika.org/es/jobs/80047-senior-social-media-manager-madrid-espana,OSTRICHIPILLOW,Tiempo completo,"Madrid, España",05/08/20,"We are looking for a new talented and enthusiastic Senior Social Media Manager. You will be the person responsible for building, managing, and administering the online community around the brand, creating and maintaining stable and lasting relationships with its customers and, in general, any user interested in the company.
Your main responsibility will be to manage our social networks; creating relevant content and taking care of the constant growth of the network community. Also, as a Senior Social Media Manager, you must be proactive in generating content proposals that help improve the performance of different profiles, based on constant analysis of the performance of the channels.
You will work side by side with different areas within Marketing, participating in the creation of communication content.

START DATE
Immediate incorporation
 
MAIN RESPONSIBILITIES
You will be the voice of Ostrichpillow in social networks. You will know the brand thoroughly and be able to express our values coherently and consistently in the different channels. 
Create content and manage Ostrichpillow social media channels to care and improve the reach of our organic content. 
Propose actions to generate engagement by followers on social media. 
Identify and manage relationships with influencers 
Measure the day-to-day performance of different channels and conclude to improve it and make our presence in these channels increasingly relevant. 
Monitor the different data sources and improve the performance according to the established KPIs
MUST HAVE
4 years or more of experience managing social networks in e-commerce with large audiences and with a focus on conversion. 
Professionally proficient in English. Valuable high level of Spanish or other languages.
Open, curious, energetic, and focused. Team-working soft skills. We are looking for a senior professional with the right attitude, who matches the values of the brand.   
Exceptional communications and editorial skills: able to assume the tone of voice of the brand and express it coherently on our social media channels. 
Used to remote working

NICE TO HAVE
Facebook Ads Certification, Google AdWords Certifications (search, and display), Google Analytics Certification.
Examples of campaigns carried out on Facebook and Instagram
Experience in Public Relations and Influencers marketing would be a valuable bonus.
Organizational and planning skills. 
Knowledge of digital marketing tools such as MailChimp, Shopify, and Google Analytics.
 "
Digital Ad Trafficker,https://www.domestika.org/es/jobs/80015-digital-ad-trafficker-barcelona-espana,Grupo Vocento / Pro Agency,Tiempo completo,"Barcelona, España",31/07/20,"Agencia de publicidad busca un/a planificador/a de medios digitales con experiencia en plataformas digitales para liderar las estrategias digitales de clientes de primer nivel en una agencia creativa digital, joven y dinámica. 
Responsabilidades del puesto:
•	Definición de estrategias de medios digitales.
•	Implementar, activar, optimizar, control del presupuesto y testear las cuentas publicitarias asignadas.
•	Creación de audiencias y gestión de píxels. 
•	Entender el negocio y objetivos del cliente para trasladarlos a una estrategia digital en sintonía. 
•	Control y aplicación de naming convention y tracking (UTMs)
•	Velar por la consecución de los resultados comprometidos con nuestros clientes.
•	Proponer mejoras tanto en las estrategias de los clientes como en el funcionamiento interno de la agencia.
•	Verificar la optimización de las campañas, analizar los resultados para la toma de decisiones.
•	Reportar resultados de campaña mediante presentaciones y conclusiones relevantes.
•	Estar al tanto de las últimas tendencias de la publicidad digital y tener ganas de aplicarlas. 

Requisitos:
•	Dominio de plataformas de compra programática con experiencia demostrable (Business Manager, Twitter Ads, Linkedin Ads y Google Ads como mínimo).
•	Dominio de plataformas de medición digital como Google Analytics y Google Data Studio. 
•	Experiencia en el sector digital, en la planificación y optimización de compra de medios sociales y/o programáticos.
•	Conocimiento en planificación y gestión de campañas de performance
•	Persona analítica con gran capacidad matemática y para trabajar con grandes volúmenes de datos.
•	Persona apasionada del mundo digital, responsable, constante y proactiva.
•	Persona acostumbrada a trabajar en equipo. 
•	Nivel medio-alto de inglés.
Nivel de experiencia:
2 o más años de experiencia como planificador de medios digitales o similar"
Digital Product Designer,https://www.domestika.org/es/jobs/80001-digital-product-designer-barcelona-espana,Emjoy,Tiempo parcial,"Barcelona, España",29/07/20,"Emjoy is a sexual wellbeing audio app for women. We're a female-founded tech company encouraging over 100.000 users to explore their bodies and tap into their sexuality with guided practices designed by our in-house sex therapist and experts from different fields. In addition, we also offer sexy stories for our audience to get in the mood. Our mission is to raise women's confidence by bringing awareness and understanding of their needs. 

Emjoy is available worldwide for iOS and Android since January 2020.📱

We are a VC backed, fully funded startup. This gives you the security you’d find in a larger company with the speed, experimentation and fun of an early-stage startup. We’re an international team of 11 people based in Barcelona.
About yourself
As a UX/UI Designer at Emjoy, together with the rest of the team, you will guide and implement the experience, visual language and overall look and feel of our mobile app and website, based on design objectives and product requirements. You will work with different teams and stakeholders to come up with intuitive user experiences and killer user interfaces in order to create a compelling visual experience for our users.
Be a part of a team where you will:
- Have a clear overview of our product roadmap and business KPIs.
- Create user flows and journeys, concept sketches, prototypes, and wireframes.
- Contribute to the development of our Design System.
- Collaborate with developers to make sure that your visual designs are translated perfectly when coded.
- Bring data into your decision making and rationale.
- Translate high-level requirements into interaction flows and artifacts, and transforming them into useful, intuitive, and functional designs.
- Be part of our lean and data-driven product development process by doing A/B tests and MVPs before a new feature is fully rolled out.
- Work closely with Product, Product Marketing, and Data to develop product requirements, creating and validating solutions.
- Support our Marketing team with landings, CRM campaigns, or ads for social media and networks.

You have:
- 2+ years of experience in mobile apps design.
- 1+ years of experience as a visual designer in a Marketing/Growth environment working with landings, social media, or email campaigns.
- A strong portfolio is a must; show us you know how to create an experience.
- Expertise with design tools such as Sketch, Invision, and Adobe Creative Suite.
- Proven ability to interact with stakeholders, manage expectations, and accept constructive criticism of your work.
- Good English is a must.
- Graphic animation (Principle, After Effects, ) will be a plus.
- Illustration skills will be a plus.

What We Offer:
- A chance to improve the lives of millions of women worldwide.
- A great learning curve is guaranteed by helping us build a category-defining product that our users love.
- This is a great opportunity to work closely with a lively, diverse and high caliber team in a fast-paced and high growth environment.
- Coffee, fruits and goodies are on us.
- Great office location at the heart of Barcelona, easy access!
- Possibility of working remotely.
- Competitive salary."
Web Developer,https://www.domestika.org/es/jobs/79950-web-developer-barcelona-espana,Id-entity,Tiempo completo,"Barcelona, España",28/07/20,"The ideal candidate is a Web Developer with experience and excellent front-end development skills, publishing
through CMS and good graphic skills, with the desire to get involved and to interface with our new customer.
TASKS:
● Development of DEM, Newsletter, Landing Page in HTML and CSS
● Responsive website creation and development via CMS
● Knowledge and experience of UX and UI
● Collaboration with the digital designer team and with the Project Managers for the planning of
activities, management of problems related to the development and progress of the project
● Direct interface with the customer
REQUIREMENTS:
● Work experience in front-end development and in the main technologies such as Web App, HTML5,
CSS, JavaScript, PHP, JQuery, MySQL, MS SQL Server, API&#39;s
● Proven experience on CMS
● Excellent knowledge of cross-browser compatibility and resolution of problems related to it
● Excellent knowledge of SEO site development
● Excellent knowledge of planning and sending DEM tools
● Use of the main graphics software such as Adobe Photoshop, Illustrator, InDesign
● Knowing how to work in a team and collaborate on complex projects
● Priority and workload management
● High standing, immediate reactivity, precision and execution in the times and ways required
● Degree in computer science disciplines
● Good knowledge and command of the English language
WHAT WE OFFER:
● Opportunity to interact with other professionals in the digital world and to collaborate with
international clients
● Lively and informal work environment, with colleagues passionate about their work and particular
attention to human relationships
● Remuneration commensurate with experience and actual skills
Interested parties are invited to read the information on the processing of personal data pursuant to the applicable legislation for the purposes of selecting personnel, in particular pursuant to art.13 of Regulation (EU) no. 2016/679. 
The research is aimed at candidates of both sexes (L.903 / 77)"
Docente de Big Data,https://www.domestika.org/es/jobs/79906-docente-de-big-data-en-remoto,Adalid,Tiempo parcial,En remoto,22/07/20,"Docentes para varios cursos de big data. Cada edición consta de 220 horas y los contenidos a impartir son: 
 1.	Introducción y conceptos básicos de Biga data /Business. Intelligent/Business Analytics/Minería de datos/Data science.
2.	Fuentes de datos y captación de información.
3.	Integración de nuevos datos.
4.	Almacenamiento y procesamiento.
5.	Análisis de datos.
6.	Visualización.
7.	Modelos analíticos y predictivos.
8.	Arquitectura.
Es necesario tener experiencia laboral demostrables en estos contenidos y haber impartido anteriormente formación."
Social Media Specialist,https://www.domestika.org/es/jobs/79756-social-media-specialist-barcelona-espana,KREAB,Tiempo completo,"Barcelona, España",09/04/21,"KREAB es una firma internacional de Consultoría de Comunicación, Reputación y Asuntos Públicos de origen sueco. Con presencia en mercados de Europa, Asia, EEUU, África y América Latina, ayudamos a nuestros clientes a alcanzar sus objetivos de posicionamiento, notoriedad y reputación corporativa, aumentando su capacidad de influencia. En España contamos con más de 160 profesionales repartidos entre las oficinas de Madrid y Barcelona. Desde España KREAB lidera su crecimiento en América Latina, donde ya contamos con oficinas en Ecuador, Colombia, Brasil, Bolivia, Chile, Panamá y Perú. 
Kreab Digital está formado por un equipo de cerca de 30 especialistas en Madrid y Barcelona, con distintos perfiles de comunicación digital, social media, marketing de contenidos, PR, posicionamiento directivo, reputación online, data & analytics, diseño y gestión de proyectos web. Estamos especializados en consultoría estratégica de comunicación digital, branding y marketing digital para impulsar la influencia, la reputación y la relación con los distintos públicos de compañías, marcas y líderes. En un mundo de poca diferenciación y saturación de la información, proporcionamos insights y creatividad de valor para construir historias que dejen huella, reforzar el posicionamiento de las compañías, aumentar el awareness de las marcas y generar confianza en la reputación online de las organizaciones.  
 
Somos un equipo grande y especializado en el que nos gusta aprender juntos, trastear, y pasarlo bien.  
 
Actualmente queremos incorporar un/a Social Media Specialist para nuestra oficina de Barcelona.  
FUNCIONES: 
Elaboración y presentación de las propuestas digitales con énfasis en social media y contenidos. 
Gestión directa con el cliente bajo supervisión. 
Planificación, creación y/o supervisión de calendarios editoriales. 
Community Management. Gestión redes sociales. 
Perfecta redacción en castellano y catalán. 
Establecimiento de métricas y KPIS. 
Ideación de acciones para redes. 
Mindset creativo para el enfoque de activaciones y acciones integradas (On/off) 
Reporting y analítica digital, informes de performance. Extracción de insights. 
Creación y supervisión de campañas Social Ads (principalmente Facebook, Instagram y Twitter Ads). 
Uso de herramientas como Hootsuite y Metricool, entre otras. 
 
Además, se valorará positivamente: 
Gestión de proyectos digitales: Sites o microsites, videos, influencer marketing. 
Conocimiento y uso de herramientas como Screaming Frog o Sixtrix, Google Analytics. 
Conocimientos de Wordpress. 
Conocimientos de SEO y SEM. 
 
REQUISITOS: 
 
Experiencia demostrable entre 3-4 años en agencia digital o similar, habiendo trabajado para clientes B2C, B2B tanto grandes como medianos. 
Experiencia como ejecutivo/a de cuentas. 
Nivel alto de inglés – C1 
APTITUDES 
Buena capacidad de organización y gestión.  
Alta Orientación al cliente 
Ser creativo en el trabajo  
Tener capacidad analítica 
Estar al día de las tendencias digitales  
Atención al detalle 
Orientación a resultados  
Productivo en la detección de necesidades y resolutivo desde la calma  
 
 "
Performance Marketer,https://www.domestika.org/es/jobs/79713-performance-marketer-valencia-espana,UNANIME CREATIVOS,Tiempo completo,"Valencia, España",08/07/20,"¿Quiénes somos?
UNANIME CREATIVOS es una agencia de marketing 360º en Valencia. 
¿Qué estamos buscando?
Estamos buscando una persona que se una al equipo de especialisttas de marketing y que implemente la estrategia de marketing de resultados de nuestros clientes. Un especialista en: SEM y social Ads, con visión analítica y orientado a resultados.
Principales funciones:
- Gestión de cuentas PPC y paid media (Google Ads y Social Ads).
- Implementtar la estrategia SEM con Google Ads, Facebook Ads, Instagram Ads, etc. Diseño de anuncios y campañas. Control de resultados y análisis de objetivos.
- Gestión de plataforma Google Ads (Search, Shopping, Display and Video)
- Estrategias de Remarketing
- Social Ads (Facebook + Instagram Ads, linkedin Ads)
- Monitorizar el CTR, mejoras y optimización del CPC y estrategias CRO.
- Manejar adecuadamente las herramientas SEM y analítica como SEMrush, Google Analytics, Facebook Analytics, Google Optimize, Data Studio, etc
- Medir e implantar en tracking en las páginas web para analizar la consecución de objetivos. Por lo que será necesario conocer herramientas como: Google Tag Manager
- Identificar e implementar estrategias para incrementar el tráfico al site a través de posicionamiento orgánico.
- Analizar e investigar los keyword research.
- Analizar la competencia de forma periódica.
- Estudiar las posibles penalizaciones.
- Marketing Automation
-... y todo aquello que consideres interesante para nuestros clientes. Queremos escucharte y que lideres el área :)
¿Qué candidato/a buscamos?
Buscamos un especialista en Marketing de Resultados (Social Ads y SEM), una persona con la experiencia suficiente para ser independiente en la toma de decisiones sobre las estrategias a seguir y con ideas creativas que ayuden a mejorar los resultados de los clientes y de las distintas campañas online.
Experiencia en análisis de datos KPI´s y en la creación de campañas online en Google Adwords y Social Ads que lleven a la conversión. Campañas de Inbound y Remarketing y realizar el control exhaustivo y la optimización del presupuesto para maximizar el ROI.
Buscamos un perfil que se sienta identificado con la agencia y que tenga en su ADN valores tan importantes para nosotros como el compañerismo, compromiso, lealtad, entusiasmo y profesionalidad.
Queremos una persona que sea proactiva y que no tenga miedo a tener iniciativa en las distintas campañas a realizar, que tenga alta capacidad de análisis y orientación a resultados.
Requisitos:
- Experiencia demostrable en posición similar, mínima de 2-5 años en PPC.
- Persona con excelentes habilidades para el análisis y la gestión de campañas.
- Dominio de Excel.
- Dominio de herramientas de monitorización p.ej. (SEM Rush).
- Conocimientos avanzados de Google Ads, Social Ads (Facebook Ads, Instagram Ads, LinkedIn Ads), Google Analytics y Tag Manager.
- Formación: SEM, Analítica Web, Marketing Digital, Publicidad, Comunicación Audiovisual, AD, Ingeniería, Estadística, Matemático/a... realmente lo que más nos importa es que tengas los conocimientos y la experiencia para poder desarrollar las funciones descritas... y que seas una excelente persona ;)
Se valorará (importante):
- Certificaciones en Google Ads (búsqueda, display, mobile y Shopping) y Certificación en Google Analytics.
- Ejemplos de campañas realizadas y resultados en SEM y social ads.
- Que seas un perfil analítico, con atención a los detalles y actitud proactiva.
- Experiencia en Wordpress
Y si además (no es imprescindible):
- Tienes conocimientos en HTML y CSS
- Si saber moverte con soltura en conceptos como AMP y Datos Estructurados.
- Conocimiento de diseño gráfico y uso de herramientas (Illustrator, Photoshop) a nivel básico
- Conocimientos en Marketing de Automatización
¿Qué ofrecemos?
Contrato 6 meses + indefinido.
Jornada laboral de L-J de 9:00 a 18:00, V de 9:00 a 15:00 (jornada intensiva en verano)
Proyecto ilusionante y en constante crecimiento."
Digital Art Director,https://www.domestika.org/es/jobs/79671-digital-art-director-barcelona-espana,Dragons Group,Tiempo completo,"Barcelona, España",03/07/20,"WHAT ABOUT US?  
Dragons Group is a specialised consulting and digital advertising agency, whose mission is to support our clients advertising needs by providing integrated solutions across all things content. 
Dragons Group turns ideas into action and attacks problems with transformative solutions to support best-in-class initiatives.
WHAT WE ARE LOOKING FOR
If your answer to the below questions is a convincing YES and you are happy to tell us why, we want to hear from you!
You are passionate about aesthetics
You are obsessed with ensuring that all your work is impeccable
You know that great ideas usually come together with a good strategy and that we don't only communicate with the message, but with the use of colors, fonts and graphics as these are a key element of communication
You are born with a creative heart and you have done work that you are truly proud of
WHAT WE EXPECT FROM YOU
Leadership and management without ego: inspire our Makers/Designers and Content Managers from a creative stand point
Develop and manage creative and visual projects on behalf of vast array of brands
Ability to foster the best possible creative environment
Perfection in presentation design
Ability to present and communicate with the client
Focus on concepts and 360 creativity with a strong background in digital and social
Good knowledge and working experience of UX and the use of multiple platforms
Understand the psychology of colour, visual identity and branding
You are curious and keen to explore new formats, new trends, storytelling and are able to bridge those with new business opportunities
You live and breathe design and you understand that data is our ally
Excellent time management skills
REQUIRED
8+ years of experience creating digital content across the board including for Social Media
A killer portfolio with samples your best digital work
Spanish and English (mandatory)
Catalan, French and German (optional)
Proficient use of Adobe Illustrator, InDesign and Photoshop"
Junior Cloud Engineer,https://www.domestika.org/es/jobs/79468-junior-cloud-engineer-en-remoto,Goxo City,Tiempo completo,En remoto,18/06/20,"ABOUT GOXO
We are a food tech startup born in Madrid in 2017. We provide restaurants with a full solution to take orders online (app & web) across all channels (delivery, takeaway, in-restaurant) in a fast (ready in 24h) and cost efficient (savings of 40-70% vs. marketplaces) way while owning customer relationships (data, loyalty). 
Our vision is to make technology available to any restaurant so they can adapt their business to the new digital era, with the aim to maintain the highest-quality food offering in the city.

YOUR OPPORTUNITY
We are looking for a Junior Cloud Engineer to help us  take our products to the next level, creating solid, scalable, cost-effective, 12-factor based code, and amazing restaurant experiences using APIs.
The Goxo stack uses mainly the following technologies: React Native, React JS, Express, Node.JS y MongoDB. We have a set of products aiming at making the restaurant business digitization seamless.

YOUR JOB
You will start configuring and deploying our app for new clients under the tutelage of a senior engineer. This will help you understand the steps to produce each application.
As you grow in your knowledge of the configuration and build process you will be able to improve this process and automate it to build a continuous integration and continuous deployment pipeline
You will also be able to analyse the architecture, and together with the senior engineer be able to improve the codebase to make it reliable and scalable.
Manage and maintain the Goxo backend so that it grows smoothly and maintainably.
Ensure developments and deployments quality assurance.
Re-scaffold and refactor, sometimes throw away and start from scratch, previously developed modules.
Maintain the Goxo codebase clean.
Provide support to the operations team by  resolving technical issues and build utilities together with the devops team  to help them tackle the daily operations.
Help other team developers grow in software craftsmanship.

YOUR IDEAL PROFILE
You will be joining the GOXO team as a Junior Cloud Engineer (Full-stack Ninja), so fasten your seatbelt because we want you to grow on the following technologies:
We are looking for an avid learner, someone who thrives in finding new challenges and growing to overcome them. We don’t expect you to be an expert, but we need you to be able to learn and improve continuously.
You will have to grow in the following technology stack:
Scripting  skills in python, golang or shellscripting.
React.js (Redux, Sagas, Recompose, Reselect)., Handlebars JS
RESTful APIs / Swagger (Open API) / Microservices.
TDD development and quality assurance (Mocha, Jest or similar)
Object-Oriented Design Principles.	
Create multiple backends and APIs, and deploy in containerized environments.
Integrate with API Clients for Facebook, Instagram, Apple, Stripe and other third party services.
Devops culture, setting software development Life Cycle, specifically CI/CD such as Travis, CircleCI or Jenkins.
Linux (Debian based), Git, Redis, Postfix, Nginx, Load Balancer, Google Cloud.
Passion for well-crafted and scalable code.
Entrepreneurial, independent, loves working on new ideas.
Love for food.

YOUR LIFE AT GOXO

You will be joining a great group of people with the common goal to change the restaurant business with technology and data. We’ve been resident at Google for Startups Campus in Madrid as members of Tetuan Valley community, and we’re now entering a new growth phase and building a larger team to succeed as the spanish market leader in ordering platforms for restaurants.
We will offer you an attractive salary package according to your experience and fit to the role. We also give you an opportunity to write history with us and become part of a fast growing company who is changing the restaurant business.
"
Senior Cloud Engineer,https://www.domestika.org/es/jobs/79467-senior-cloud-engineer-en-remoto,Goxo City,Tiempo completo,En remoto,18/06/20,"ABOUT GOXO
We are a food tech startup born in Madrid in 2017. We provide restaurants with a full solution to take orders online (app & web) across all channels (delivery, takeaway, in-restaurant) in a fast (ready in 24h) and cost efficient (savings of 40-70% vs. marketplaces) way while owning customer relationships (data, loyalty). 
Our vision is to make technology available to any restaurant so they can adapt their business to the new digital era, with the aim to maintain the highest-quality food offering in the city.

YOUR OPPORTUNITY
We are looking for a Cloud Engineer to help us  take our products to the next level, creating solid, scalable, cost-effective, 12-factor based code, and amazing restaurant experiences using APIs.
The Goxo stack uses mainly the following technologies: React Native, React JS, Express, Node.JS y MongoDB. We have a set of products aiming at making the restaurant business digitization seamless.

YOUR JOB
Architect Goxo products to make them reliable and scalable as well as take care of Goxo backend so that it grows smoothly and maintainably.
Ensure developments and deployments quality assurance.
Re-scaffold and refactor, sometimes throw away and start from scratch, previously developed modules.
Maintain the Goxo codebase clean.
Provide support to the operations team by  resolving technical issues and build utilities together with the devops team  to help them tackle the daily operations.
Help other team developers grow in software craftsmanship.

YOUR IDEAL PROFILE
You will be joining the GOXO team as a Cloud Engineer (Full-stack Ninja), so fasten your seatbelt because we want you to be sound on the following technologies:
Strong scripting  skills in python, golang or shellscripting.
React.js (Redux, Sagas, Recompose, Reselect)., Handlebars JS
Knowledge of RESTful APIs / Swagger (Open API) / Microservices.
Interested in TDD development and quality assurance (Mocha, Jest or similar)
Knowledge of Object-Oriented Design Principles.	
Create multiple backends and APIs, and deploy in containerized environments.
Ability to integrate with API Clients for Facebook, Instagram, Apple, Stripe and other third party services.
Broad experience in devops culture, setting software development Life Cycle, specifically CI/CD such as Travis, CircleCI or Jenkins.
Linux (Debian based), Git, Redis, Postfix, Nginx, Load Balancer, Google Cloud.
Passion for well-crafted and scalable code.
Entrepreneurial, independent, loves working on new ideas.
Plus: Knowledge of Golang
Love for food.

YOUR LIFE AT GOXO

You will be joining a great group of people with the common goal to change the restaurant business with technology and data. We’ve been resident at Google for Startups Campus in Madrid as members of Tetuan Valley community, and we’re now entering a new growth phase and building a larger team to succeed as the spanish market leader in ordering platforms for restaurants.
We will offer you an attractive salary package according to your experience and fit to the role. We also give you an opportunity to write history with us and become part of a fast growing company who is changing the restaurant business."
Mobile Apps Engineer,https://www.domestika.org/es/jobs/79466-mobile-apps-engineer-en-remoto,Goxo City,Tiempo completo,En remoto,18/06/20,"ABOUT GOXO
We are a food tech startup born in Madrid in 2017. We provide restaurants with a full solution to take orders online (app & web) across all channels (delivery, takeaway, in-restaurant) in a fast (ready in 24h) and cost-efficient (savings of 40-70% vs. marketplaces) way while owning customer relationships (data, loyalty). 
Our vision is to make technology available to any restaurant so they can adapt their business to the new digital era, with the aim to maintain the highest-quality food offering in the city.

YOUR OPPORTUNITY
We are looking for a Mobile App Engineer to help us take our products to the next level, creating solid, scalable, cost-effective, 12-factor based code, and amazing restaurant experiences using on-the-go apps.
The Goxo stack uses mainly the following technologies: React Native, React JS, Express, Node.JS y MongoDB. We have a set of products aiming at making the restaurant business digitization seamless.

YOUR JOB
- Architect and develop Goxo handheld device products to make them reliable and maintainable.
- Ensure mobile apps developments and release quality assurance.
- Re-scaffold and refactor, sometimes throw away and start from scratch, previously developed features.
- Maintain the Goxo apps codebase clean.
- Provide support to the operations team by resolving technical issues and build utilities together with the devops team to help them tackle the daily operations.
- Help other team developers grow in software craftsmanship.

YOUR IDEAL PROFILE
You will be joining the GOXO team as a Mobile Apps Engineer (Front-zen Ninja), so fasten your seatbelt because we want you to be sound on the following technologies:
- React Native together with Redux, Sagas, Recompose, Reselect.
- Knowledge of Component-driven Design Principles.	
- Knowledge of RESTful APIs / Swagger (Open API) 
- Interested in TDD development and quality assurance
- Experience to integrate with API Clients for Facebook, Instagram, Apple, Stripe and other third party services.
- Passion for well-crafted and reliable code.
- Entrepreneurial, independent, loves working on new ideas.
- Plus: Knowledge of React.JS, TypeScript
- Plus: Knowledge of CD/CI for Mobile such as Fastlane
- Love for food.

YOUR LIFE AT GOXO

You will be joining a great group of people with the common goal to change the restaurant business with technology and data. We’ve been resident at Google for Startups Campus in Madrid as members of Tetuan Valley community, and we’re now entering a new growth phase and building a larger team to succeed as the spanish market leader in ordering platforms for restaurants.
We will offer you an attractive salary package according to your experience and fit to the role. We also give you an opportunity to write history with us and become part of a fast growing company who is changing the restaurant business.
"
Data Analyst,https://www.domestika.org/es/jobs/79463-data-analyst-madrid-espana,Grupo Ontwice,Tiempo completo,"Madrid, España",25/01/21,"¡Queremos incorporar un crack Digital Analyst en GO! Esta posición te ofrece la posibilidad de desarrollar tus competencias profesionales en un equipo de alto rendimiento, donde tendrás la posibilidad de aportar tus mejores cualidades.
Buscamos un perfil con experiencia en Analítica Digital, que le motive ayudar a grandes empresas a mejorar su negocio a través de la recolección y el análisis de datos.
¿Qué esperamos?
- Tener entre 1 y 3 años de experiencia en analítica digital, trabajando con herramientas como Google Analytics, Adobe Analytics, Webtrekk y/o Piwik.
- Conocimientos sobre las diferentes disciplinas que se ejecutan: Digital Analytics, BI, CRO, Atribución, DMP.
- Traducir los objetivos de negocio a KPIs digitales y diseñar y definir soluciones de visualización.
- Definir la medición de forma técnica y ser capaz de asegurar la solidez y consistencia de los datos a través de auditorías.
- Haber trabajado con Data Layers, y con algún gestor de etiquetas como Google Tag Manager, Tealium, DTM.
- Valorable conocimiento básico de herramientas de visualización (Data Studio, Tableau, Qlik)
- Conocimiento de SQL y Big Query
- Que te sientas cómodo realizando análisis con distintos focos: negocio, mejora de la conversión, optimización de campañas, etc.
- Inglés Nivel C1 (es fundamental)
 -Querer aprender y compartir lo que sabes
- Tener ganas de pasarlo bien con nosotros y tener sentido del humor.
 
¿Qué ofrecemos?
- Proyectos challengers de grandes clientes.
- Formar parte de un ecosistema de especialistas amplio y diverso (estrategia, creatividad digital, performance, tecnología, data…) con el que interactuarás continuamente.
- Aprendizaje constante, nunca te irás a casa sin haber aprendido algo nuevo.
"
